message,criticality
RWY 07/25 CLSD FOR ASPHAL REPAIR,4.0
RESTRICTED AREA ACT: UUR259.,4.0
"AERODROME AERODROME CLSD 25 MAY 2018 1200Z UNTIL 29 MAY 0830Z
 EXCEPT DURING THE FOLLOWING DATES/TIMES FOR PREVIOUSLY APPROVED
 MISSIONS: 25 MAY 1500Z - 26 MAY 0200Z, AND 0830Z - 1100Z DAILY
 26-28 MAY.",4.0
"REF AIP-CHILE VOL I, AMDT NR 45 DATED 17 AUG 2017
ENR 1.1-3.3 SCFA SID 7 RNAV TATIO 1A RWY 19 IS MODIFIED AS FOLLOWS:
IN ALTITUD:
WHERE IT SAYS: 352 FT+
IT MUST SAY: 1000 FT+
GRAPHICS AND INFO AVBL AT HTTP:/WWW.AIPCHILE.GOB.CL/AIP/VOL1/SECCION/
AMDT",4.0
DANGER AREA EPD27 (WEDRZYN) ACT.,1.0
"RADIO COMMUNICATION FAILURE PROCEDURES:
WHEN AN AIRBORNE COMMUNICATION EQUIPMENT FAILURE IS CONFIRMED, SET 
SSR AS 7600 AND:
1.ACFT LANDING AT TIANJIN/BINHAI AIRPORT: KEEP THE LAST ALTITUDE 
ASSIGNED BY ATC, ASCEND TO AND KEEP 1200M(QN",3.0
RESTRICTED AREA ACT: UUR422.,3.0
"SECURITY..SPECIAL SECURITY INSTRUCTIONS..WASHINGTON
DC FLIGHT RESTRICTED ZONE (DC FRZ) FLIGHT PLANS MUST BE FILED WITH
THE WASHINGTON CENTER FLIGHT DATA UNIT (ZDC FDU) INSTEAD OF FLIGHT
SERVICE AS REFERRED TO IN NOTAM 6/7196: LEESBURG AUTOMATED FLIGHT
SERVICE STATION AS REFERRED TO IN 49 CFR 1562.3, OR WASHINGTON HUB
FLIGHT SERVICE STATION (FSS) AS REFERRED TO IN 14 CFR 93.343, AND
POTOMAC (PCT) LETTER TO AIRMEN 19 (LTA-PCT-19). THIS NOTICE AMENDS
NOTAM 6/7196, 49 CFR 1562.3, 14 CFR 93.343, AND POTOMAC (PCT) LETTER
TO AIRMEN 19 (LTA-PCT-19) UNTIL SUCH TIME THESE INDIVIDUAL DOCUMENTS
ARE FORMALLY REVISED TO REFLECT THE CHANGE TO WASHINGTON CENTER
FLIGHT DATA UNIT (ZDC FDU) FROM REFERENCES TO FLIGHT SERVICE,
LEESBURG AUTOMATED FLIGHT SERVICE STATION, AND WASHINGTON HUB FLIGHT
SERVICE STATION (FSS). THERE ARE NO OTHER CHANGES TO DC FRZ
OPERATIONS OR PROCEDURES.",0.0
RESTRICTED AREA ACT: UUR211.,3.0
"CORRECT LOWER VERTICAL LIMITS OF SOLA TMA WEST/SOUTHWEST OF SOLA
CTR TO READ 700FT. REF AD 2 ENZV/ENHD/ENBR/ENSO TMA/TIA CHART,
FLESLAND/SOLA TMA EFF 29 MAR 2018",2.0
"UPPER LIMIT OF DANGER AREA LO D 28 MARWIESEN SHALL READ 7100FT AMSL.
REF AERONAUTICAL CHART ICAO 1:500 000 AUSTRIA.",2.0
"OBST LGT U/S TOWER 461921N 814755W (APRX 21 NM N AD)
300 FT AGL 1300 MSL",0.0
"POTSDAM
HELIPORT POTSDAM LANDESREGIERUNG CLSD.",2.0
ST PREX DVOR/DME SPR 113.900 U/S DUE TO MAINT.,4.0
RWY 23L PAPI OUT OF SERVICE,4.0
"BOEBLINGEN KRHS.
CRANE ERECTED 130M S AND 120M E OF HELIPORT AT PSN 484122N 0090209E,
ELEV 1727FT / 128FT AGL, JIB 40M.",1.0
TWY G5 CL MARKINGS OBSC,0.0
TWY A(BTN G AND W4) H(BTN A AND W)-CLSD DUE TO CONST,4.0
AD GAS GENERAL VILLEGAS TWY CLSD,3.0
TWY H4 HLDG PSN SIGN NOT STD,1.0
"UNMANNED AIRCRAFT FLIGHTS WILL TAKE PLACE RADIUS 3.8NM CENTER
0439N01858E.
TO KNOW THE ACTIVITY IN THE ZONE THE USERS MUST NECESSARILY CONTACT
ON THE FREQUENCY 119,7 MHZ IF THERE IS NO DRONE FLIGHT THE
INFORMATION WILL BE GIVEN BY THE RAI (ANSWERING MACHINE).
UAV OPERATOR WILL NOT FLY OVER THE INTERNATIONAL BORDER.",0.0
"UNMANNED ACFT WILL BE RELEASED:
1.LCA: JINCHENG TOWNSHIP, KINMEN COUNTY
2.COOR TEL: 0932-348420
3.AREA AS FLW:
GEO:
242420N 1181824E
242358N 1181837E
242356N 1181832E
242417N 1181819E
242420N 1181824E",3.0
"2 WIND POWER STATIONS ERECTED AT KRAASA. 505905N 0121620E. ELEV
1408FT/575FT AGL. DAY AND NIGHT MARKED.",0.0
HECHTELSE HEIDE PSN 510620N0051923E PJE RADIUS 03 NM,0.0
"TRIGGER NOTAM-PERM AIP AIRAC AMDT 4/18 EFFECTIVE DATE 24 MAY 2018
BRESCIA/MONTICHIARI AD
REVIEW OF SID
AIRAC IS POSTED AND AVBL ON WEBSITE WWW.ENAV.IT",1.0
"DANGER AREA ACTIVATED.
   DEMOLITION OF EXPLOSIVES WILL TAKE PLACE INTO A CIRCLE
   CENTERED ON POINT OF COORD 450201N0264112E WITH 1NM RADIUS",0.0
"REFER AIP INDIA PAGE AD2-VAAU 8 REGARDING ILS RWY 27 FOR
AURANGABAD AIRPORT. THE GP IN-OPERATIVE STRAIGHT- IN OCA IS AMENDED
AS FOLLOWS.
GP IN-OPERATIVE STRAIGHT- IN OCA -2310 FT.
AMEND AIP INDIA CHART ACCORDINGLY.",4.0
"ODP VALDEZ PIONEER FIELD, Valdez, AK.
JMAAL THREE DEPARTURE ...
DEPARTURE PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE
RNAV SYSTEM WITH GPS,
JOH VOR/DME OUT OF SERVICE.",1.0
"ALL NON SKED CIVIL OPR WO CREDIT FAC TO OBTAIN 
   POSITIVE CLR BFR OPR TO VOBG AND MAKE PAYMENTS
   OF LDG,PRKG CHARGES AND OTHER AP CHARGES
   THRU NEFT OR DEMAND DRAFT OR IMPREST ONLY",3.0
"OBST TOWER LGT (ASN 2011-AWP-6894-OE) 335614N1163433W
(7.4NM NNW PSP) 1346FT (236FT AGL) OUT OF SERVICE",2.0
"CORRECT AIP BOLIVIA
WHERE SAYS APP/TWR YACUIBA SHOULD SAY TWR YACUIBA
WHERE SAYS APP/TWR SHOULD SAY TWR 
WHERE SAYS YACUIBA APPROACH SHOULD SAY YACUIBA TOWER
PAG AD 2 SLYA 5 SUBSECTION SLYA AD 2.17 AFFAIR 4  AND
SUBSECTION SLYA AD 2.18 AFFAIR 1, 2",0.0
MILITARY EXER WILL TAKE PLACE WI 10NM RAD AT WMD 414,0.0
RESTRICTED AREA ACT: UNR1126.,4.0
"MOBILE CRANE OBST ERECTED AT 'PAMANDZY' WI RWY 16/34 TRANSITIONAL
SFC
- PSN: 124743.6S 0451639.8E
- TOP ALT: 197FT
- AGL HGT: 132FT
- LGTD
- MARKING: NIL.",3.0
"TACAN RUNWAY 30 - CAT AB MDA 660/24 591(600-1/2), CAT CDE MDA 660
 1 1/4 591(600-1 1/4",1.0
"FOR ALL SID/STAR WHEN FILLING FPL, DISREGARD ABBREVIATED ROUTE NAME
AND USE THE FULL ROUTE NAME.
(EXAMPLE: READ PELAX 2D/4D INSTEAD OF PLX 2D/4D) .
CORRECT MOROCCAN AIP",0.0
RESTRICTED AREA ACT: UHR1377.,2.0
"ACFT STAND 36C PUT INTO OPERATION.
TAX INTO ACFT STAND 36C ONLY AFTER FOLLOW-ME CAR.
TAX INTO/OUT OF ACFT STAND 36C ALLOWED WHEN ACFT STANDS 34, 35, 36,
36A, 36B, 37, 38 ARE VACANT.",1.0
"MILITARY AIRCRAFT ARE TO AVOID OVERFLYING PSN 563153N0092833E
  (LOEVEL) RADIUS 0.5NM.",0.0
"AIR TO AIR REFUELLING WILL TAKE PLACE WI FLW AREA: 442952N0123747E
440355N0125813E 440846N0131253E 443448N0125217E 442952N0123747E
/ADRIATIC SEA-NE RIMINI/
RMK: REAL ACTIVATION WILL TAKE PLACE ON TACTICAL BASIS",0.0
"UNEVEN SFC ON THE RWY APRX 200M AFT THR RWY 11 MEASURING 10FT LEN 
   AND 5FT WID ON THE RIGHT HAND SIDE FM RCL",3.0
"UMHLANGA RIDGE, DURBAN (294319S 0310407E, 294316S 0310404E, 294318S
0310402E): CRANES WITH DAY AND NGT MARKINGS ERECTED (210FT AGL).",3.0
"VISUAL LANDING CHART
RWY 12/30. SWY
READ NIL INSTEAD OF: SWY 60M 
ASECNA AIP MODIFY VERSO DE 609M)
DUPE",3.0
RWY 24L PAPI OUT OF SERVICE,3.0
"IAP TRI-STATE/MILTON J FERGUSON FIELD,
Huntington, WV.
RNAV (GPS) RWY 12, AMDT 3A...
LNAV MDA/HAT 1220/392 ALL CATS. CHART VDP AT 1.05 MILES TO RW12*. 
CHANGE INOPERATIVE MALSR NOTE TO READ: FOR INOPERATIVE MALSR,
INCREASE LNAV/VNAV ALL CATS VISIBILITY TO RVR 4500, LNAV CAT A/B TO
RVR 5500, CAT C/D TO RVR 6000.  CHART FAS OBST: 960 TREE
382257N-0823501W.",4.0
OBST ANTENNA COORD GEO 344413.6S/0582850.7W HGT 100M,2.0
COM REMOTE TRANS/REC 118.1 CHANGED TO 118.65,4.0
NO TOUCH AND GOES OR SCHOOLFLIGHTS APPROACHES PERMITTED.,1.0
RWY 33R TOUCHDOWN TRANSMISSOMETER U/S.,3.0
"MAG VAR +18 DEG(E) ESTABLISHED AT AD INSTEAD OF +17 DEG.
AMEND RWY DESIGNATION TO READ RWY 18/36 INSTEAD OF RWY 19/01.
RWY 18: AMEND MAG BRG TO READ 184 DEG INSTEAD OF 185 DEG.
RWY 36: AMEND MAG BRG TO READ 004 DEG INSTEAD OF 005 DEG.
MAG TR AND QDM DECREASED BY 1 DEG IN ALL APPROACH CHARTS, SID
AND STAR.
REF AIP BOOK 1 PAGES AD 2.1 UUYY-1,4,6,7,31,39,55,69,70,87,88,
89,90,91,92,97,98,99,100,101,102,113.",2.0
"PJE WILL TAKE PLACE IN AEROCLUB CANIADA DE GOMEZ
-SANTA FE- COORD GEO 324846S/0612158W RADIUSU 2NM
 AFFECTS AWY W55 AND W24 ACT SUBJ TO TRAFFIC IN DEVELOPMENT",3.0
"REFER EAIP INDIA VIBN AD 2.2 REGARDING MAG VAR/ANNUAL CHANGE.
AMEND MAG VAR AS 0.116 DEG WEST (2010) IN PLACE OF 0.50 DEG
W (1985) AND ANNUAL CHANGE AS 0.016 DEG EAST IN PLACE OF
0.017 DEG WEST",2.0
"CGR NDB FREQ 270KHZ WITHDRAWN

REF: ENRC L5/H5
AIP MAP: SID RNAV BRAKE 1A - CREMA 1A - DARAL 1A - DUNCE 1A - IRLAM
1A - KISAB 1A - NIPLE 1A - SIOGA 1A RWY 06
SID RNAV AGENT 1A - ATNAS 1A - DARIO 1A - ESPIN 1A - INASU 1A -
RETER 1A RWY06
SID RNAV BRAKE 1A - CREMA 1A - DARAL 1A - DUNCE 1A - IRLAM 1A -
KISAB 1A - NIPLE 1A - SIOGA 1A RWY 24.",3.0
NAVAID FHU NDB DECOMMISSIONED,3.0
AIRSPACE UAS WI AN AREA DEFINED AS 1NM RADIUS OF SWO090014 (14NM E SWO) SFC-2560FT (SFC-1500FT AGL),3.0
"MODEL FLYING ACTIVITY  NR 9585 AMBERIEU AERODROME MODIFIED : 
PSN : 455837N 0051951E 
UPPER LIMIT RAISED TO 1700FT AGL",3.0
DME-N 'I-CAM' CH 18Y ASSOCIATED WITH ILS RWY35 UNSERVICEABLE.,4.0
"OBST ERECTED
CONSTRUCTION AREA MULTIPLE CRANES ERECTED TOP LEVEL 246 FT AMSL, 
NORTH OF AERODROME WITH EDGE PSN 553812N0123927E, 553808N0123930E, 
553806N0123920E, 553812N0123917E, 553812N0123927E.
AREA BOUNDED BY:
553812N0123927E
553808N0123930E
553806N0123920E
553812N0123917E",3.0
"NEW TELEPHONE NUMBER TO ATC (+47) 78430352
REF AIP NORWAY AD2 ENAT 2.2 ITEM 6",3.0
AIRSPACE CLSD WI CIRCLE RADIUS 1.6KM CENTRE 485700N1312900E.,4.0
"APRON EAST: TAXIING SEGMENT FROM ACFT STAND 9 TO ACFT STAND 71
CLSD. ACFT STANDS 22, 23 AVBL FOR THROUGH TAXIING ONLY AFTER
FOLLOW-ME VEHICLE.",2.0
DME MJV CH80X U/S. NOT USABLE. FALSE INDICATIONS,4.0
"REFER AIP SUPPLEMENT INDIA 75/2016 REGARDING ESTABLISHMENT OF
ATS ROUTE L524;
THE LATERAL LIMITS OF ATS ROUTE IS CORRECTED AS 20 NM.
AMEND AIP SUPPLEMENT INDIA 75/2016 ACCORDINGLY.",2.0
"NEW OBST, ID EFINOB40660 MAST, PSN 641016.0N 0273256.8E,
LCA 208DEG GEO/7.7NM FM EFKI ARP, HGT 299FT GND/858FT AMSL,
MARKINGS, LGT F R HN, REF EFKI AD 2.10.",3.0
"RWY/05 AVBL 1 200 M TIL CAT B SOLO FLT VFR AND RWY/23 CLSD TKOF 
AND LDG",4.0
"VOR/DME 'YEU' 113.2MHZ/CH79X LIMITATION CHANGED TO:
DME U/S BEYOND 20NM ON RADIALS 316DEG.",3.0
"REFER E-AIP (INDIA) CHART NR AD2-VABP-VOR(Y) 12 REGARDING VOR
   PROCEDURE RWY12 - BHOPAL AIRPORT.
   1. THE PROCEDURE IS WITHDRWAN.
      AMEND E-AIP ACCORDINGLY.",2.0
"IAP TUCSON INTL, Tucson, AZ.
RNAV (GPS) Z RWY 11L, AMDT 1B...
RNAV (GPS) Z RWY 29R, AMDT 2C...
CIRCLING CAT E MDA 3800 / HAA 1157.",2.0
"PJE WILL TAKE PLACE 2NM RADIUS CENTERED ON 514127N 0060615E AROUND 
GOCH.",1.0
"HIGH CRANE ERECTED PSN 4100M BEFORE THR07, 2180M NW OF EXTENDED RCL. 
484143N 0090833E. ELEV 1523FT/115FT AGL. DAY AND NIGHT MARKED.",2.0
"AUTOMATIC TERMINAL INFORMATION SERVICE ON FREQ 127.0MHZ OUT OF 
SERVICE DUE TO FAULTY EQUIPMENT.",2.0
"ACFT STAND NR 77,78,79 NOT AVBL WHILE SPOT NR 31 NOT AVBL",1.0
"B-RNAV STAR VIA ABBOT (NORTHEAST) CHART
FOLLOWING RECALIBRATION OF BKY VOR, AMEND ABBOT WAYPOINT TO READ BKY 
VOR R085.1/D20.0 AND ABBOT HOLD TO 265 DEGREES INBOUND 085 DEGREES 
OUTBOUND.
AD 2-EGSS-7-12 CHART REFERS",4.0
"REFER EAIP INDIA VILK AD 2.2 REGARDING MAG VAR/ANNUAL
CHANGE.AMEND MAG VAR AS 0.25 DEG EAST(2010) IN PLACE OF 0.25 DEG W
(1985) AND ANNUAL CHANGE AS 0.016 DEG EAST IN PLACE OF NIL.

REFER EAIP INDIA VILK AD 2.12 REGARDING PHYSICAL CHARACTERISTICS.

DESIGNATIONS              TRUE AND MAG BRG
 RWY                     
 NR    
-------------------------------------------------------
1                                 2                
---------------------------------------------------------
09                 89.25 DEG GEO IN PLACE OF 89.75 DEG GEO
                   89.00 DEG MAG IN PLACE OF 90.00 DEG MAG
-------------------------- -----------------------------
27                 269.25 DEGREE GEO IN PLACE OF 269.75 DEG GEO
                   269.00 DEGREE MAG IN PLACE OF 270.00 DEG MAG
---------------------     -----------------------------------",0.0
"OBST CRANE MARKED AND LIT 318FT AMSL 
BRG 070 MAG 3.15NM FM ARP",3.0
"TRIGGER NOTAM - PERM AIRAC AIP AMDT 06/2018 WEF 24 MAY 18.
SID NOVMA 1M 1V ADDED, SID SAM 3Z 1X TRUNCATED AND RENAMED IMVUR 1Z 
NOVMA 1X",3.0
"TASMAN SEA AIRSPACE R495ABC ACT (RA2)
DUE MIL FLYING/NON-FLYING
FOR SAR, MEDICAL EMERG EVACUATION (MEDEVAC) AND FLOOD OR
FIRE RELIEF FIRE FIGHTING (FFR) ACFT CTC: 02 9359 4170 OR
02 6128 4339 AFTER HOURS (A",1.0
ILS LOC 110.7 MHZ RWY 07 U/S. ALL ASSOCIATED PROC SUSPENDED.,4.0
"NAVIGATIONAL WARNING TO ALL CONCERNED.
EXTENSIVE MILITARY OPERATIONS IN NICOSIA FIR 
PILOTS TO EXERCISE CAUTION AND MAINTAIN CONTINUOUS RADIO CONTACT 
WITH NICOSIA ACC",3.0
"HIGH RISE LGT MAST ERECTED BY NATIONAL GAMES SECRETARIAT
AT UNIVERSITY STADIUM BRG AND DIST 041DEG 2.44NM FM TVM VOR.
MAST 1 COORD 083026.26N 0765701.82E HGT 88.034M AMSL
MAST 2 COORD 083030.81N 0765702.61E HGT 88.034M AMSL
MAST 3 COORD 083030.39N 0765706.67E HGT 88.034M AMSL
MAST 4 COORD 083025.70N 0765706.20E HGT 88.034M AMSL
GND-169FT AGL",2.0
OBST TOWER LGT (ASR 1002564) 422120.00N0852028.00W (5.0NM NW BTL) 1440.0FT (511.2FT AGL) OUT OF SERVICE,2.0
NUEVA ELEV DEL AD 18M. MODIFICA AIP VOL II-AD3-PAG AD 3.6,0.0
"IAP HARRISBURG INTL, Harrisburg, PA.
ILS OR LOC RWY 31, AMDT 1C...
CIRCLING CAT C MDA 940/HAA 630, CAT D MDA 1000/HAA 690, VISIBILITY
CAT D 2 1/4.
DISREGARD NOTE: AUTOPILOT COUPLED APPROACH NA BELOW 1325.
ADD NOTE: AUTOPILOT COUPLED APPROACH NA BELOW 1360.",2.0
"AD INSERT RMK:

RWY 34 NOT AVBL TO OPS ACFT PERFORMANCE OF JET OR HIGHER TYPE

REF: AIP AD 2",0.0
RAPID EXIT TWY INDICATOR LGTS FOR TWY A1-A4 U/S DUE TO WIP.,3.0
RWY 12R/30L CLSD,4.0
AVGAS 100LL NOT AVBL,0.0
"APRON PRKG TO ACFT GENERAL AVIATION PPR BY AIRPORT
OPERATIONS CENTER LOCAL WITH BY PHONE 55-51-3358-2239 WITH MNM
ADVANCE 48HR BFR LDG

REF: AIP AD 2.20",4.0
"CONSTRUCTION SITE CRANE OPERATING AT PSN 525310N 0023233W (NEAR 
TERNHILL, SHROPSHIRE). MAX HGT 150FT AGL/435FT AMSL",2.0
"REVERSE THRUST OTHER THAN IDLE THRUST SHALL ONLY BE USED TO AN 
EXTENT NECESSARY FOR SAFETY REASONS. THE POSITION OF THE THRUST 
LEVERS IN THE AIRCRAFT ON IDLE REVERSE THRUST IS NOT COVERED BY THIS 
REGULATION.",2.0
AD CLOSED,4.0
"UAS ACT WILL TAKE PLACE AT SHIEKH ZAYED MOSQUE ABU DHABI WI 100M
RADIUS CENTERED ON 242436.5N 0542831.9E",2.0
"MINIMUM CROSSING ALTITUDE SHALL BE ABOVE AGL+1000 FEET FOR ALL VFR 
TRAFFIC.
SEE NOTAM D0572/18",3.0
"DINARD CTR HOURS OF OPS:
MON-FRI: 0515-1845 
SAT SUN AND MAY 21,JUL 14,AUG 15: 0615-1845 
    EXC MAY 13 0615-1845 1925-2030
OUTSIDE THESE HOURS, CTR RECLASSIFIED TO G AND AD
CTL NOT PROVIDED",3.0
"TEMPO ESTABLISHMENT OF NEW APN WITH THE FLW PARTICULARS:

NAME: SAN MIGUEL RAMP
LOCATION: 09 44 43.401N 118 44 56.018E
          09 44 39.129N 118 44 55.827E
          09 44 38.676N 118 45 06.135E
          09 44 42.948N 118 45 06.326E
SFC: CONC
STRENGTH: PCN 75 R/C/W/T.",0.0
"EFR92A, EFR92B, EFR92C, EFR92D, EFR92E ROVAJRVI ACT.
FLARES IN USE",2.0
"TESTO ITALIANO:
FARO DI AEROPORTO FUORI SERVIZIO
ENGLISH TEXT:
AERODROME BEACON UNSERVICEABLE
REF AIP AD 2 LIRL 1-5",2.0
"ELIMINESE INFO EN AIP VOL I ENR 4.1-17:
ARO/COA BTN 02 JAN TIL 16 MAR HR ATTN 1100-1700",1.0
"REF AIP ROAH AD 2.23
OBST(VESSEL) PASS ACROSS RWY 18 APCH AREA
BTN POINT A AND B",0.0
"AERODROME BASH PHASE II IN EFFECT MIGRATING BIRDS ARE MOST ACTIVE
 FROM SUNSET TO MIDNIGHT, BUT MAY BE ACTIVE THROUGHOUT THE NIGHT.
 INCREASED BIRD ACTIVITY DURING PHASE II GENERALLY OCCURS ONE HOUR
 BEFORE SUNSET UNTIL ONE HOUR AFTER SUNRISE WITH PEAK ACTIVITY
 BETWEEN 0300Z-0700Z. HOWEVER, PEAK ACTIVITY CAN BE AFFECTED BY
 WEATHER CONDITIONS AND MAY OCCUR AT DIFFERENT TIMES. TAKEOFFS,
 LANDINGS, AND TRANSITIONS ONE HOUR BEFORE SUNSET UNTIL ONE HOUR
 AFTER SUNRISE DURING BASH PHASE II REQUIRES 509 OG/CC APPROVAL.",3.0
PTD 266.0 AND 131.4 O/S. TRAN CREW CTC KEYSTONE OPS 349.4.,2.0
"ATS RTE SEGMENTS CLSD AS FLW:
N746 OGEMI - LETBA
R355 OGEMI - LETBA.",0.0
"RWY 17/35
OPR DIMENSIONS: 2450X42M,
PCN: 31/F/A/X/T.
RWY STRIP: 2500X150M.
DECLARED DISTANCES:
RWY 17: TORA 2450M, TODA 2450M, ASDA 2450M, LDA 2375M,
RWY 35: TORA 2450M, TODA 2450M, ASDA 2450M, LDA 2375M.",1.0
"DUE TO UNSERVICEABILITY OF DVOR/DME SWI THE FOLLOWING STANDARD 
INSTRUMENT ARRIVALS NOT AVAILABLE:
RWY 07/25: VENES 1P, GAVDU 1P, OGVET 1P.",4.0
"RNAV ZRACNA POT UP 125, AIRAC AMDT 013/2009 DEL ENR 3.3 :
UP 125 DEL ZRACNE POTI URAVA - TIBRO
SPODNJA MEJA JE FL 245 NAMESTO FL 110,
ZGORNJA MEJA JE FL 660 NAMESTO FL 245.",2.0
"CHECKLIST OF NOTAM IN FORCE ON
 
SERIES A
2017: 3511 4298 5683 5694 5920 5945 5982
2018: 0043 0044 0453 0468 0469 0514 0516 0517 0518 0519 0538 0563
      0576 0634 0635 0706 0833 0884 0893 0998 1077 1104 1105 1108
      1115 1127 1132 1134 1140 1141 1142 1151 1152 1153 1154 1158
      1159 1160 1161 1162 1163 1164
 
LATEST PUBLICATIONS
AIP AMDT 2A/18 EFFECTIVE 26 APR 2018
SUP 19/18
AIC 7/18",2.0
STRIP RWY 16/34 OPR CTN WIP,2.0
"TRAINING FLIGHTS OF ANY TYPE,CROSS COUNTRY,TOUCH AND GO,ILS 
PROCEDURS,ARE NOT ACCEPTED WITHIN RDS/TMA.",3.0
LOCATOR BUA FREQ 403KHZ OUT OF SERVICE DUE TO RECONSTRUCTION.,4.0
"DUE TO NAVAID LIMITATION ROUTE A555 FROM GUANA INT TO GEROT INT 
NAVIGATION EQUIPMENT OTHER THAN LF OR VHF REQUIRED",3.0
RWY 05 ALS OUT OF SERVICE,4.0
GPS RAIM NOT AVBL FOR LNAV AND LNAV/VNAV.,4.0
145FT CRANE ERECTED AT 1922N08116W LOCATED 6.8NM NE OF MWCR ARP.,2.0
"HAND AMEND AIP AD FAWB CHART AD-01 DATED 15 SEP 2016 AS FLW:
TWY A SFC MARKINGS FOR HOLDING PSN AT THR RWY 11 AVBL AND OPR,
HOWEVER NOT INDICATED ON CHART.",4.0
FIREWORKS AT STEGEREN PSN 523237N 0062922E.,2.0
DANGER AREA EPD30 (ZIELONKA) ACT.,3.0
OBST TOWER LGT (ASR 1029859) 300055.00N0931431.00W (6.7NM S LCH) 305.1FT (295.3FT AGL) OUT OF SERVICE,3.0
"TRS NDB 215KHZ WITHDRAWN

REF: AIP GEN 2.5
         ENR 3.1
         ENR 3.2
         ENR 3.3
         ENR 4.1
     AIP  AD 2.24",3.0
"UPDATE INFO ABOUT SBAS FAS DATA BLOCK CODING DATA IN PROCEDURE EPKT 
RNAV (GNSS) RWY 09. (AD2 EPKT 6-6-1-4)
SHOULD BE: 
HAL (METERS): 40.0
VAL (METERS): 35.0
INSTEAD OF:
HAL (METERS): 35.0
VAL (METERS): 50.0",1.0
"OBST LGT WIND POWER STATIONS KLEINBREMBACH 510623N 0111552E OUT OF
SERVICE. AIP ENR 5.4 THUERINGEN NR. 90 REFERS.",2.0
"HABILITADA PLATAFORMA REMOTA DIMENSIONES 440 X 30 M SUP ASPH
RESISTENCIA AUW T/1 12 T/2 30 DISPONE DE 11 PSN.
PSN 7 A 16 ADMITE ACFT DO- 228 CIT LEARJET O HASTA 17 M DE
ENVERGADURA PSN 17 ADMITE ACFT G-V GLOBAL HASTA 28 M DE ENVERGADURA .
MODIFICA MADHEL PAGINA S 8 Y 9 AMDT 1/2015.",2.0
"AS RESULT OF SAA VOR/DME TOTAL DESTREICTION VOR/DMEA RWY36 
AND VOR/DME RWY18 NOT AVAILABLE.RNAV EQUIPED ACFT INTENDED 
TO LAND SANAA INTERNATIONAL AIRPORT SHALL USE RNAV GNSS 
PROCEDURES OR VISUAL.",4.0
XIANGTANG VOR/DME 'KHN' 112.7MHZ/CH74X U/S DUE TO MAINT.,3.0
"FROM 25/03/2018 TILL 27/10/2018
A.FROM 25/03 TILL 30/04
MON,WED           0700-1230
TUE,THU,SAT,SUN   0600-1100
FRI               CLOSED
B.FROM 01/05 TILL 31/05
MON,WED   0700-1230
THU,SAT   0500-1000
FRI,SUN   0800-1200
TUE       CLOSED
C.FROM 01/06 TILL 30/06 AND FROM 01/09 TILL 27/10
MON,TUE,WED,FRI,SAT   0900-1430
THU                   CLOSED
SUN                   0700-1230
D.FROM 01/07 TILL 31/08
MON,TUE,WED,THU,FRI,SAT   0900-1430
SUN                       0400-0700  0900-1200
NOTE:
-ON 01/10,
    08/10,
    15/10,
    22/10 MON  CLOSED.",0.0
"TEMPORARY RESTRICTED AREA ACTIVATED 
374156N 1263120E - 374207N 1263331E - 374059N 1263311E - 373946N
1263317E - 373940N 1263135E - 374018N 1263052E TO THE BEGINNING.",1.0
DANGER AREA LQD16 BUKOVAC-LAZAREVICA ACTIVATED,3.0
"AERODROME FIRE FIGHTING CATEGORY UPGRADED FROM CAT-4 TO CAT-5.
AMEND AIP PAKISTAN PAGE AD2 OPZB-2 ACCORDINGLY.",2.0
"AD IS CURRENTLY EXPERIENCING A SERIOUS WATER CRISIS AS A RESULT OF
AN EXTENDED DROUGHT. ALL ROLE PLAYERS ARE TAKING IMMEDIATE MEASURES
TO REDUCE WATER CONSUMPTION, TO ENSURE THAT THE CITY DOES NOT RUN OUT
OF WATER. AS A RESULT, ALL ACFT HAVE TO TANKER WATER INTO FACT AND
ENSURE THAT THE ON BOARD WATER TANKS ARE FILLED AT THE DEP AD.
MINIMAL UPLIFT OF WATER WILL BE ALLOWED OUT OF FACT.",1.0
RWY 15L/33R CLSD DLY 0500-1300,4.0
"IAP ILS Y OU/OR LOC Y RWY 27R WITHDRAWN THE FOLLOWING INFO:

VISUAL APPROACH RWY 27L:IN CASE OF MISSED APPROACH, CLIMB TO
7000FT,270 BCO RDL, MNM GRD 5 PERCENT. AT 3300 FT, TURN LEFT DIRECT
RAFA FOR HOLDING. MAX IAS 230KT.

REF:AIP AD 2.24


CNS123W SEQUENCE CHECK FOR SBRJYNYX K -- 
  EXPECTED K0666/16 -- RECEIVED K0665/16
CNN038W DUPLICATE NOTAM
TRANSACTION ROLLED BACK, RETCODE = 14",4.0
"TWY H5 CLSD DUE TO WIP  EXETENSION OF PRKG P10
MEN AND EQPT PRESENCE",4.0
RWY END IDENTIFIER LIGHTS RWY 10/28 U/S,3.0
"AERODROME TWR CLSD CLASS C SERVICE NOT AVBL CTC PENSACOLA APCH AT
 120.65 OR 270.8",3.0
RWY 07R/25L CLSD FOR CONSTRUCTION.,4.0
